gene_name	NES_corr_phospho_int_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_act	method_1	NES_corr_phospho_int_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_all	method_2	NES_corr_phospho_int_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_act	method_3	NES_corr_phospho_int_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_all	method_4	NES_corr_phospho_int_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_act	method_5	NES_corr_phospho_int_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_all	method_6	NES_corr_phospho_int_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_act	method_7	NES_corr_phospho_int_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_all	method_8	NES_corr_phospho_no_int_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_act	method_9	NES_corr_phospho_no_int_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_all	method_10	NES_corr_phospho_no_int_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_act	method_11	NES_corr_phospho_no_int_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_all	method_12	NES_corr_phospho_no_int_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_act	method_13	NES_corr_phospho_no_int_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_all	method_14	NES_corr_phospho_no_int_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_act	method_15	NES_corr_phospho_no_int_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_all	method_16	NES_no_corr_phospho_int_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_17	NES_no_corr_phospho_int_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_18	NES_no_corr_phospho_int_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_19	NES_no_corr_phospho_int_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_20	NES_no_corr_phospho_int_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_21	NES_no_corr_phospho_int_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_22	NES_no_corr_phospho_int_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_23	NES_no_corr_phospho_int_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_24	NES_no_corr_phospho_no_int_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_25	NES_no_corr_phospho_no_int_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_26	NES_no_corr_phospho_no_int_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_27	NES_no_corr_phospho_no_int_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_28	NES_no_corr_phospho_no_int_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_29	NES_no_corr_phospho_no_int_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_30	NES_no_corr_phospho_no_int_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_31	NES_no_corr_phospho_no_int_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_32
PRKAG1	7.025768722353586	VIPER	7.025768722353586	VIPER	7.025768722353586	VIPER	7.025768722353586	VIPER	3.103143755595238	VIPER	3.103143755595238	VIPER	3.103143755595238	VIPER	3.103143755595238	VIPER	7.186432497197225	VIPER	7.186432497197225	VIPER	7.186432497197225	VIPER	7.186432497197225	VIPER	3.11096700404773	VIPER	3.11096700404773	VIPER	3.11096700404773	VIPER	3.11096700404773	VIPER	2.7367990265326583	VIPER	2.7367990265326583	VIPER	2.7367990265326583	VIPER	2.7367990265326583	VIPER	2.255213149351422	VIPER	2.255213149351422	VIPER	2.255213149351422	VIPER	2.255213149351422	VIPER	3.2314650527923265	VIPER	3.2314650527923265	VIPER	3.2314650527923265	VIPER	3.2314650527923265	VIPER	2.3105426284008193	VIPER	2.3105426284008193	VIPER	2.3105426284008193	VIPER	2.3105426284008193	VIPER
PRKAG2	4.173685463837663	VIPER	4.173685463837663	VIPER	4.173685463837663	VIPER	4.173685463837663	VIPER	2.5485662294066045	VIPER	2.5485662294066045	VIPER	2.5485662294066045	VIPER	2.5485662294066045	VIPER	5.939394480244447	VIPER	5.939394480244447	VIPER	5.939394480244447	VIPER	5.939394480244447	VIPER	2.896286970757127	VIPER	2.896286970757127	VIPER	2.896286970757127	VIPER	2.896286970757127	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7696357443806368	VIPER	3.7696357443806368	VIPER	3.7696357443806368	VIPER	3.7696357443806368	VIPER	2.45200494056969	VIPER	2.45200494056969	VIPER	2.45200494056969	VIPER	2.45200494056969	VIPER
PRKAG3	7.025768722353586	VIPER	7.025768722353586	VIPER	7.025768722353586	VIPER	7.025768722353586	VIPER	3.103143755595238	VIPER	3.103143755595238	VIPER	3.103143755595238	VIPER	3.103143755595238	VIPER	7.138174861600574	VIPER	7.138174861600574	VIPER	7.138174861600574	VIPER	7.138174861600574	VIPER	3.103143755595238	VIPER	3.103143755595238	VIPER	3.103143755595238	VIPER	3.103143755595238	VIPER	2.736170234800291	VIPER	2.736170234800291	VIPER	2.736170234800291	VIPER	2.736170234800291	VIPER	2.2550119040145304	VIPER	2.2550119040145304	VIPER	2.2550119040145304	VIPER	2.2550119040145304	VIPER	3.2314650527923265	VIPER	3.2314650527923265	VIPER	3.2314650527923265	VIPER	3.2314650527923265	VIPER	2.3105426284008193	VIPER	2.3105426284008193	VIPER	2.3105426284008193	VIPER	2.3105426284008193	VIPER
PRKCE	-2.6150661581928887	VIPER	-2.6150661581928887	VIPER	-2.6150661581928887	VIPER	-2.6150661581928887	VIPER	-2.1269426214776463	VIPER	-2.1269426214776463	VIPER	-2.1269426214776463	VIPER	-2.1269426214776463	VIPER	-2.656904923790548	VIPER	-2.656904923790548	VIPER	-2.656904923790548	VIPER	-2.656904923790548	VIPER	-2.1269426214776463	VIPER	-2.1269426214776463	VIPER	-2.1269426214776463	VIPER	-2.1269426214776463	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ULK1	5.55254032140403	VIPER	5.55254032140403	VIPER	5.55254032140403	VIPER	5.55254032140403	VIPER	2.840595606452732	VIPER	2.840595606452732	VIPER	2.840595606452732	VIPER	2.840595606452732	VIPER	8.856954577820135	VIPER	8.856954577820135	VIPER	8.856954577820135	VIPER	8.856954577820135	VIPER	3.3625180603670715	VIPER	3.3625180603670715	VIPER	3.3625180603670715	VIPER	3.3625180603670715	VIPER	1.748116127626847	VIPER+PhosphoScore	1.748116127626847	VIPER+PhosphoScore	1.748116127626847	VIPER+PhosphoScore	1.748116127626847	VIPER+PhosphoScore	0.8723756904600031	VIPER+PhosphoScore	0.8723756904600031	VIPER+PhosphoScore	0.8723756904600031	VIPER+PhosphoScore	0.8723756904600031	VIPER+PhosphoScore	-0.978996912638348	PhosphoScore	-0.978996912638348	PhosphoScore	-0.978996912638348	PhosphoScore	-0.978996912638348	PhosphoScore	-0.978996912638348	PhosphoScore	-0.978996912638348	PhosphoScore	-0.978996912638348	PhosphoScore	-0.978996912638348	PhosphoScore
CDK12	5.43255435516764	PhosphoScore	5.43255435516764	PhosphoScore	5.43255435516764	PhosphoScore	5.43255435516764	PhosphoScore	5.43255435516764	PhosphoScore	5.43255435516764	PhosphoScore	5.43255435516764	PhosphoScore	5.43255435516764	PhosphoScore	5.43255435516764	PhosphoScore	5.43255435516764	PhosphoScore	5.43255435516764	PhosphoScore	5.43255435516764	PhosphoScore	5.43255435516764	PhosphoScore	5.43255435516764	PhosphoScore	5.43255435516764	PhosphoScore	5.43255435516764	PhosphoScore	4.26355425516764	PhosphoScore	4.26355425516764	PhosphoScore	4.26355425516764	PhosphoScore	4.26355425516764	PhosphoScore	4.26355425516764	PhosphoScore	4.26355425516764	PhosphoScore	4.26355425516764	PhosphoScore	4.26355425516764	PhosphoScore	4.26355425516764	PhosphoScore	4.26355425516764	PhosphoScore	4.26355425516764	PhosphoScore	4.26355425516764	PhosphoScore	4.26355425516764	PhosphoScore	4.26355425516764	PhosphoScore	4.26355425516764	PhosphoScore	4.26355425516764	PhosphoScore
LATS1	-0.86517651875814	PhosphoScore	NA	NA	-0.86517651875814	PhosphoScore	NA	NA	-0.86517651875814	PhosphoScore	NA	NA	-0.86517651875814	PhosphoScore	NA	NA	-0.86517651875814	PhosphoScore	NA	NA	-0.86517651875814	PhosphoScore	NA	NA	-0.86517651875814	PhosphoScore	NA	NA	-0.86517651875814	PhosphoScore	NA	NA	-0.86517651875814	PhosphoScore	NA	NA	-0.86517651875814	PhosphoScore	NA	NA	-0.86517651875814	PhosphoScore	NA	NA	-0.86517651875814	PhosphoScore	NA	NA	-0.86517651875814	PhosphoScore	NA	NA	-0.86517651875814	PhosphoScore	NA	NA	-0.86517651875814	PhosphoScore	NA	NA	-0.86517651875814	PhosphoScore	NA	NA
NME1	7.103711716666668	PhosphoScore	7.2308614333333345	PhosphoScore	7.103711716666668	PhosphoScore	7.2308614333333345	PhosphoScore	7.103711716666668	PhosphoScore	7.2308614333333345	PhosphoScore	7.103711716666668	PhosphoScore	7.2308614333333345	PhosphoScore	7.103711716666668	PhosphoScore	7.2308614333333345	PhosphoScore	7.103711716666668	PhosphoScore	7.2308614333333345	PhosphoScore	7.103711716666668	PhosphoScore	7.2308614333333345	PhosphoScore	7.103711716666668	PhosphoScore	7.2308614333333345	PhosphoScore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRKAA1	-4.549451155745444	PhosphoScore	-4.549451155745444	PhosphoScore	-4.549451155745444	PhosphoScore	-4.549451155745444	PhosphoScore	-4.549451155745444	PhosphoScore	-4.549451155745444	PhosphoScore	-4.549451155745444	PhosphoScore	-4.549451155745444	PhosphoScore	-0.22682740803938017	VIPER+PhosphoScore	-0.22682740803938017	VIPER+PhosphoScore	-0.22682740803938017	VIPER+PhosphoScore	-0.22682740803938017	VIPER+PhosphoScore	-1.0172639753005188	VIPER+PhosphoScore	-1.0172639753005188	VIPER+PhosphoScore	-1.0172639753005188	VIPER+PhosphoScore	-1.0172639753005188	VIPER+PhosphoScore	-4.05648422241211	PhosphoScore	-4.05648422241211	PhosphoScore	-4.05648422241211	PhosphoScore	-4.05648422241211	PhosphoScore	-4.05648422241211	PhosphoScore	-4.05648422241211	PhosphoScore	-4.05648422241211	PhosphoScore	-4.05648422241211	PhosphoScore	-4.05648422241211	PhosphoScore	-4.05648422241211	PhosphoScore	-4.05648422241211	PhosphoScore	-4.05648422241211	PhosphoScore	-4.05648422241211	PhosphoScore	-4.05648422241211	PhosphoScore	-4.05648422241211	PhosphoScore	-4.05648422241211	PhosphoScore
PRKCA	-3.14717353076172	PhosphoScore	NA	NA	-3.14717353076172	PhosphoScore	NA	NA	-3.14717353076172	PhosphoScore	NA	NA	-3.14717353076172	PhosphoScore	NA	NA	-3.14717353076172	PhosphoScore	NA	NA	-3.14717353076172	PhosphoScore	NA	NA	-3.14717353076172	PhosphoScore	NA	NA	-3.14717353076172	PhosphoScore	NA	NA	-2.77544403076172	PhosphoScore	NA	NA	-2.77544403076172	PhosphoScore	NA	NA	-2.77544403076172	PhosphoScore	NA	NA	-2.77544403076172	PhosphoScore	NA	NA	-2.77544403076172	PhosphoScore	NA	NA	-2.77544403076172	PhosphoScore	NA	NA	-2.77544403076172	PhosphoScore	NA	NA	-2.77544403076172	PhosphoScore	NA	NA
PRKCD	4.4108142752767	PhosphoScore	4.4108142752767	PhosphoScore	4.4108142752767	PhosphoScore	4.4108142752767	PhosphoScore	4.4108142752767	PhosphoScore	4.4108142752767	PhosphoScore	4.4108142752767	PhosphoScore	4.4108142752767	PhosphoScore	4.4108142752767	PhosphoScore	4.4108142752767	PhosphoScore	4.4108142752767	PhosphoScore	4.4108142752767	PhosphoScore	4.4108142752767	PhosphoScore	4.4108142752767	PhosphoScore	4.4108142752767	PhosphoScore	4.4108142752767	PhosphoScore	2.8952229817708353	PhosphoScore	4.6181500752767	PhosphoScore	2.8952229817708353	PhosphoScore	4.6181500752767	PhosphoScore	2.8952229817708353	PhosphoScore	4.6181500752767	PhosphoScore	2.8952229817708353	PhosphoScore	4.6181500752767	PhosphoScore	2.8952229817708353	PhosphoScore	4.6181500752767	PhosphoScore	2.8952229817708353	PhosphoScore	4.6181500752767	PhosphoScore	2.8952229817708353	PhosphoScore	4.6181500752767	PhosphoScore	2.8952229817708353	PhosphoScore	4.6181500752767	PhosphoScore
PTPN12	2.998775011995443	PhosphoScore	NA	NA	2.998775011995443	PhosphoScore	NA	NA	2.998775011995443	PhosphoScore	NA	NA	2.998775011995443	PhosphoScore	NA	NA	2.998775011995443	PhosphoScore	NA	NA	2.998775011995443	PhosphoScore	NA	NA	2.998775011995443	PhosphoScore	NA	NA	2.998775011995443	PhosphoScore	NA	NA	2.35970687866211	PhosphoScore	NA	NA	2.35970687866211	PhosphoScore	NA	NA	2.35970687866211	PhosphoScore	NA	NA	2.35970687866211	PhosphoScore	NA	NA	2.35970687866211	PhosphoScore	NA	NA	2.35970687866211	PhosphoScore	NA	NA	2.35970687866211	PhosphoScore	NA	NA	2.35970687866211	PhosphoScore	NA	NA
PTPRA	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore	3.51985041300455	PhosphoScore
RPS6KB1	-1.4171464708116333	PhosphoScore	-3.26188659667969	PhosphoScore	-1.4171464708116333	PhosphoScore	-3.26188659667969	PhosphoScore	-1.4171464708116333	PhosphoScore	-3.26188659667969	PhosphoScore	-1.4171464708116333	PhosphoScore	-3.26188659667969	PhosphoScore	-1.4171464708116333	PhosphoScore	-3.26188659667969	PhosphoScore	-1.4171464708116333	PhosphoScore	-3.26188659667969	PhosphoScore	-1.4171464708116333	PhosphoScore	-3.26188659667969	PhosphoScore	-1.4171464708116333	PhosphoScore	-3.26188659667969	PhosphoScore	-1.4171464708116333	PhosphoScore	-3.26188659667969	PhosphoScore	-1.4171464708116333	PhosphoScore	-3.26188659667969	PhosphoScore	-1.4171464708116333	PhosphoScore	-3.26188659667969	PhosphoScore	-1.4171464708116333	PhosphoScore	-3.26188659667969	PhosphoScore	-1.4171464708116333	PhosphoScore	-3.26188659667969	PhosphoScore	-1.4171464708116333	PhosphoScore	-3.26188659667969	PhosphoScore	-1.4171464708116333	PhosphoScore	-3.26188659667969	PhosphoScore	-1.4171464708116333	PhosphoScore	-3.26188659667969	PhosphoScore
STK39	-3.61143440965983	PhosphoScore	-3.61143440965983	PhosphoScore	-3.61143440965983	PhosphoScore	-3.61143440965983	PhosphoScore	-3.61143440965983	PhosphoScore	-3.61143440965983	PhosphoScore	-3.61143440965983	PhosphoScore	-3.61143440965983	PhosphoScore	-3.61143440965983	PhosphoScore	-3.61143440965983	PhosphoScore	-3.61143440965983	PhosphoScore	-3.61143440965983	PhosphoScore	-3.61143440965983	PhosphoScore	-3.61143440965983	PhosphoScore	-3.61143440965983	PhosphoScore	-3.61143440965983	PhosphoScore	-2.66130510965983	PhosphoScore	-2.66130510965983	PhosphoScore	-2.66130510965983	PhosphoScore	-2.66130510965983	PhosphoScore	-2.66130510965983	PhosphoScore	-2.66130510965983	PhosphoScore	-2.66130510965983	PhosphoScore	-2.66130510965983	PhosphoScore	-2.66130510965983	PhosphoScore	-2.66130510965983	PhosphoScore	-2.66130510965983	PhosphoScore	-2.66130510965983	PhosphoScore	-2.66130510965983	PhosphoScore	-2.66130510965983	PhosphoScore	-2.66130510965983	PhosphoScore	-2.66130510965983	PhosphoScore
TOP1	-4.66430661861979	PhosphoScore	NA	NA	-4.66430661861979	PhosphoScore	NA	NA	-4.66430661861979	PhosphoScore	NA	NA	-4.66430661861979	PhosphoScore	NA	NA	-4.66430661861979	PhosphoScore	NA	NA	-4.66430661861979	PhosphoScore	NA	NA	-4.66430661861979	PhosphoScore	NA	NA	-4.66430661861979	PhosphoScore	NA	NA	-4.95356241861979	PhosphoScore	NA	NA	-4.95356241861979	PhosphoScore	NA	NA	-4.95356241861979	PhosphoScore	NA	NA	-4.95356241861979	PhosphoScore	NA	NA	-4.95356241861979	PhosphoScore	NA	NA	-4.95356241861979	PhosphoScore	NA	NA	-4.95356241861979	PhosphoScore	NA	NA	-4.95356241861979	PhosphoScore	NA	NA
WEE1	-1.89186795552572	PhosphoScore	NA	NA	-1.89186795552572	PhosphoScore	NA	NA	-1.89186795552572	PhosphoScore	NA	NA	-1.89186795552572	PhosphoScore	NA	NA	-1.89186795552572	PhosphoScore	NA	NA	-1.89186795552572	PhosphoScore	NA	NA	-1.89186795552572	PhosphoScore	NA	NA	-1.89186795552572	PhosphoScore	NA	NA	-1.89186795552572	PhosphoScore	NA	NA	-1.89186795552572	PhosphoScore	NA	NA	-1.89186795552572	PhosphoScore	NA	NA	-1.89186795552572	PhosphoScore	NA	NA	-1.89186795552572	PhosphoScore	NA	NA	-1.89186795552572	PhosphoScore	NA	NA	-1.89186795552572	PhosphoScore	NA	NA	-1.89186795552572	PhosphoScore	NA	NA
ATR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.41404653840471	VIPER	6.41404653840471	VIPER	6.41404653840471	VIPER	6.41404653840471	VIPER	2.981257410663453	VIPER	2.981257410663453	VIPER	2.981257410663453	VIPER	2.981257410663453	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.107532306501585	VIPER	6.107532306501585	VIPER	6.107532306501585	VIPER	6.107532306501585	VIPER	2.9456183764999975	VIPER	2.9456183764999975	VIPER	2.9456183764999975	VIPER	2.9456183764999975	VIPER
CDK10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.512133150131708	VIPER	-14.512133150131708	VIPER	-14.512133150131708	VIPER	-14.512133150131708	VIPER	-4.030407395064858	VIPER	-4.030407395064858	VIPER	-4.030407395064858	VIPER	-4.030407395064858	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1334445690087	VIPER	-10.1334445690087	VIPER	-10.1334445690087	VIPER	-10.1334445690087	VIPER	-3.5561486615277405	VIPER	-3.5561486615277405	VIPER	-3.5561486615277405	VIPER	-3.5561486615277405	VIPER
CDK17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.924989800188271	VIPER	-14.924989800188271	VIPER	-14.924989800188271	VIPER	-14.924989800188271	VIPER	-4.071702492577593	VIPER	-4.071702492577593	VIPER	-4.071702492577593	VIPER	-4.071702492577593	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1334445690087	VIPER	-10.1334445690087	VIPER	-10.1334445690087	VIPER	-10.1334445690087	VIPER	-3.5561486615277405	VIPER	-3.5561486615277405	VIPER	-3.5561486615277405	VIPER	-3.5561486615277405	VIPER
CDK18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.960225808632102	VIPER	-4.960225808632102	VIPER	-4.960225808632102	VIPER	-4.960225808632102	VIPER	-2.7055000085772316	VIPER	-2.7055000085772316	VIPER	-2.7055000085772316	VIPER	-2.7055000085772316	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.620095472433627	VIPER	-5.620095472433627	VIPER	-5.620095472433627	VIPER	-5.620095472433627	VIPER	-2.8547633454527825	VIPER	-2.8547633454527825	VIPER	-2.8547633454527825	VIPER	-2.8547633454527825	VIPER
CDK19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-17.115333548635004	VIPER	-17.115333548635004	VIPER	-17.115333548635004	VIPER	-17.115333548635004	VIPER	-4.278833387158751	VIPER	-4.278833387158751	VIPER	-4.278833387158751	VIPER	-4.278833387158751	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.620283185306042	VIPER	-4.620283185306042	VIPER	-4.620283185306042	VIPER	-4.620283185306042	VIPER	-2.6504776332669566	VIPER	-2.6504776332669566	VIPER	-2.6504776332669566	VIPER	-2.6504776332669566	VIPER
CDK6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.469937579121234	VIPER	-5.469937579121234	VIPER	-5.469937579121234	VIPER	-5.469937579121234	VIPER	-2.807664677697153	VIPER	-2.807664677697153	VIPER	-2.807664677697153	VIPER	-2.807664677697153	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.557481866415924	VIPER	-4.557481866415924	VIPER	-4.557481866415924	VIPER	-4.557481866415924	VIPER	-2.636699236528666	VIPER	-2.636699236528666	VIPER	-2.636699236528666	VIPER	-2.636699236528666	VIPER
CDK8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.924989800188271	VIPER	-14.924989800188271	VIPER	-14.924989800188271	VIPER	-14.924989800188271	VIPER	-4.071702492577593	VIPER	-4.071702492577593	VIPER	-4.071702492577593	VIPER	-4.071702492577593	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1334445690087	VIPER	-10.1334445690087	VIPER	-10.1334445690087	VIPER	-10.1334445690087	VIPER	-3.5561486615277405	VIPER	-3.5561486615277405	VIPER	-3.5561486615277405	VIPER	-3.5561486615277405	VIPER
PAK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.637111646743574	VIPER	-4.637111646743574	VIPER	-4.637111646743574	VIPER	-4.637111646743574	VIPER	-2.6370628360413426	VIPER	-2.6370628360413426	VIPER	-2.6370628360413426	VIPER	-2.6370628360413426	VIPER	-9.40670915203183	VIPER	-9.40670915203183	VIPER	-9.40670915203183	VIPER	-9.40670915203183	VIPER	-3.594600144930355	VIPER	-3.594600144930355	VIPER	-3.594600144930355	VIPER	-3.594600144930355	VIPER	-2.1424653753948286	VIPER	-2.1424653753948286	VIPER	-2.1424653753948286	VIPER	-2.1424653753948286	VIPER	-1.96745103491476	VIPER	-1.96745103491476	VIPER	-1.96745103491476	VIPER	-1.96745103491476	VIPER
