gene_name	NES_corr_phospho_int_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_act	method_1	NES_corr_phospho_int_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_all	method_2	NES_corr_phospho_int_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_act	method_3	NES_corr_phospho_int_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_all	method_4	NES_corr_phospho_int_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_act	method_5	NES_corr_phospho_int_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_all	method_6	NES_corr_phospho_int_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_act	method_7	NES_corr_phospho_int_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_all	method_8	NES_corr_phospho_no_int_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_act	method_9	NES_corr_phospho_no_int_weight=TRUE_prot=TRUE_phosphoscore_corr_phospho_all	method_10	NES_corr_phospho_no_int_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_act	method_11	NES_corr_phospho_no_int_weight=TRUE_prot=FALSE_phosphoscore_corr_phospho_all	method_12	NES_corr_phospho_no_int_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_act	method_13	NES_corr_phospho_no_int_weight=FALSE_prot=TRUE_phosphoscore_corr_phospho_all	method_14	NES_corr_phospho_no_int_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_act	method_15	NES_corr_phospho_no_int_weight=FALSE_prot=FALSE_phosphoscore_corr_phospho_all	method_16	NES_no_corr_phospho_int_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_17	NES_no_corr_phospho_int_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_18	NES_no_corr_phospho_int_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_19	NES_no_corr_phospho_int_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_20	NES_no_corr_phospho_int_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_21	NES_no_corr_phospho_int_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_22	NES_no_corr_phospho_int_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_23	NES_no_corr_phospho_int_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_24	NES_no_corr_phospho_no_int_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_25	NES_no_corr_phospho_no_int_weight=TRUE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_26	NES_no_corr_phospho_no_int_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_27	NES_no_corr_phospho_no_int_weight=TRUE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_28	NES_no_corr_phospho_no_int_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_act	method_29	NES_no_corr_phospho_no_int_weight=FALSE_prot=TRUE_phosphoscore_no_corr_phospho_all	method_30	NES_no_corr_phospho_no_int_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_act	method_31	NES_no_corr_phospho_no_int_weight=FALSE_prot=FALSE_phosphoscore_no_corr_phospho_all	method_32
PLK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.164425189918162	VIPER	-2.164425189918162	VIPER	-2.164425189918162	VIPER	-2.164425189918162	VIPER	-1.9622003524039453	VIPER	-1.9622003524039453	VIPER	-1.9622003524039453	VIPER	-1.9622003524039453	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRKDC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.754993390558402	VIPER	8.754993390558402	VIPER	8.754993390558402	VIPER	8.754993390558402	VIPER	3.3481231246563827	VIPER	3.3481231246563827	VIPER	3.3481231246563827	VIPER	3.3481231246563827	VIPER	6.819943895834759	VIPER+PhosphoScore	6.48047676771688	VIPER+PhosphoScore	6.819943895834759	VIPER+PhosphoScore	6.48047676771688	VIPER+PhosphoScore	2.8464395910459555	VIPER+PhosphoScore	2.5069724629280765	VIPER+PhosphoScore	2.8464395910459555	VIPER+PhosphoScore	2.5069724629280765	VIPER+PhosphoScore	9.530127323338393	VIPER+PhosphoScore	9.190660195220513	VIPER+PhosphoScore	9.530127323338393	VIPER+PhosphoScore	9.190660195220513	VIPER+PhosphoScore	3.049996146725863	VIPER+PhosphoScore	2.7105290186079847	VIPER+PhosphoScore	3.049996146725863	VIPER+PhosphoScore	2.7105290186079847	VIPER+PhosphoScore
TBK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.8584982113043367	VIPER	3.8584982113043367	VIPER	3.8584982113043367	VIPER	3.8584982113043367	VIPER	2.4579864284962523	VIPER	2.4579864284962523	VIPER	2.4579864284962523	VIPER	2.4579864284962523	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAMK4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.080924557769268	VIPER	2.080924557769268	VIPER	2.080924557769268	VIPER	2.080924557769268	VIPER	2.026115643189985	VIPER	2.026115643189985	VIPER	2.026115643189985	VIPER	2.026115643189985	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDK14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.245756879546535	VIPER	-3.245756879546535	VIPER	-3.245756879546535	VIPER	-3.245756879546535	VIPER	-2.408999387642369	VIPER	-2.408999387642369	VIPER	-2.408999387642369	VIPER	-2.408999387642369	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDK20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.876390294226249	VIPER	-6.876390294226249	VIPER	-6.876390294226249	VIPER	-6.876390294226249	VIPER	-3.201027315902188	VIPER	-3.201027315902188	VIPER	-3.201027315902188	VIPER	-3.201027315902188	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIPK3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.5891514284725203	VIPER	-3.5891514284725203	VIPER	-3.5891514284725203	VIPER	-3.5891514284725203	VIPER	-2.503916940172795	VIPER	-2.503916940172795	VIPER	-2.503916940172795	VIPER	-2.503916940172795	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIPK4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.86989403926614	VIPER	-2.86989403926614	VIPER	-2.86989403926614	VIPER	-2.86989403926614	VIPER	-2.297140777036415	VIPER	-2.297140777036415	VIPER	-2.297140777036415	VIPER	-2.297140777036415	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LIMK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6205726219226995	VIPER	0.6205726219226995	VIPER	NA	NA	NA	NA	0.3409330271222162	VIPER	0.3409330271222162	VIPER	NA	NA	NA	NA	0.6883410660520555	VIPER	0.6883410660520555	VIPER	NA	NA	NA	NA	0.3409330271222162	VIPER	0.3409330271222162	VIPER	NA	NA	NA	NA
NLK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.271006395794819	VIPER	-3.271006395794819	VIPER	-3.271006395794819	VIPER	-3.271006395794819	VIPER	-2.416199317752885	VIPER	-2.416199317752885	VIPER	-2.416199317752885	VIPER	-2.416199317752885	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUAK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.322138093625448	VIPER	2.322138093625448	VIPER	2.322138093625448	VIPER	2.322138093625448	VIPER	2.1152604715378134	VIPER	2.1152604715378134	VIPER	2.1152604715378134	VIPER	2.1152604715378134	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.1515233462705154	VIPER	-4.1515233462705154	VIPER	-4.1515233462705154	VIPER	-4.1515233462705154	VIPER	-2.6471103590488387	VIPER	-2.6471103590488387	VIPER	-2.6471103590488387	VIPER	-2.6471103590488387	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAK3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.714130914662718	VIPER	-6.714130914662718	VIPER	-6.714130914662718	VIPER	-6.714130914662718	VIPER	-3.1726698366968007	VIPER	-3.1726698366968007	VIPER	-3.1726698366968007	VIPER	-3.1726698366968007	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAK4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.776739352795149	VIPER	-12.776739352795149	VIPER	-12.776739352795149	VIPER	-12.776739352795149	VIPER	-4.020516386246851	VIPER	-4.020516386246851	VIPER	-4.020516386246851	VIPER	-4.020516386246851	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAK5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.030977518145265	VIPER	-3.030977518145265	VIPER	-3.030977518145265	VIPER	-3.030977518145265	VIPER	-2.346200310798656	VIPER	-2.346200310798656	VIPER	-2.346200310798656	VIPER	-2.346200310798656	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAK6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.541773073259243	VIPER	-6.541773073259243	VIPER	-6.541773073259243	VIPER	-6.541773073259243	VIPER	-3.142040775079472	VIPER	-3.142040775079472	VIPER	-3.142040775079472	VIPER	-3.142040775079472	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PINK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.1852359558304366	VIPER	-2.1852359558304366	VIPER	-2.1852359558304366	VIPER	-2.1852359558304366	VIPER	-2.065457281287434	VIPER	-2.065457281287434	VIPER	-2.065457281287434	VIPER	-2.065457281287434	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLK4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0751563182148236	VIPER	2.0751563182148236	VIPER	2.0751563182148236	VIPER	2.0751563182148236	VIPER	2.0239026887592386	VIPER	2.0239026887592386	VIPER	2.0239026887592386	VIPER	2.0239026887592386	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.1578945805804715	VIPER	-4.1578945805804715	VIPER	-4.1578945805804715	VIPER	-4.1578945805804715	VIPER	-2.6486564460988755	VIPER	-2.6486564460988755	VIPER	-2.6486564460988755	VIPER	-2.6486564460988755	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STK33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.455010762502367	VIPER	-4.455010762502367	VIPER	-4.455010762502367	VIPER	-4.455010762502367	VIPER	-2.719071661110827	VIPER	-2.719071661110827	VIPER	-2.719071661110827	VIPER	-2.719071661110827	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSSK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.2542671055758285	VIPER	7.2542671055758285	VIPER	7.2542671055758285	VIPER	7.2542671055758285	VIPER	3.2653742289993932	VIPER	3.2653742289993932	VIPER	3.2653742289993932	VIPER	3.2653742289993932	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTBK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.526989970974631	VIPER	4.526989970974631	VIPER	4.526989970974631	VIPER	4.526989970974631	VIPER	2.7356570966527505	VIPER	2.7356570966527505	VIPER	2.7356570966527505	VIPER	2.7356570966527505	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VRK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.134464651842973	VIPER	4.134464651842973	VIPER	4.134464651842973	VIPER	4.134464651842973	VIPER	2.642962995759049	VIPER	2.642962995759049	VIPER	2.642962995759049	VIPER	2.642962995759049	VIPER	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.26320266723633	PhosphoScore	-2.26320266723633	PhosphoScore	-2.26320266723633	PhosphoScore	-2.26320266723633	PhosphoScore	-2.26320266723633	PhosphoScore	-2.26320266723633	PhosphoScore	-2.26320266723633	PhosphoScore	-2.26320266723633	PhosphoScore	-2.26320266723633	PhosphoScore	-2.26320266723633	PhosphoScore	-2.26320266723633	PhosphoScore	-2.26320266723633	PhosphoScore	-2.26320266723633	PhosphoScore	-2.26320266723633	PhosphoScore	-2.26320266723633	PhosphoScore	-2.26320266723633	PhosphoScore
CCND3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.79148101806641	PhosphoScore	NA	NA	-1.79148101806641	PhosphoScore	NA	NA	-1.79148101806641	PhosphoScore	NA	NA	-1.79148101806641	PhosphoScore	NA	NA	-1.79148101806641	PhosphoScore	NA	NA	-1.79148101806641	PhosphoScore	NA	NA	-1.79148101806641	PhosphoScore	NA	NA	-1.79148101806641	PhosphoScore	NA	NA
CDK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.5062567392985	PhosphoScore	-1.5062567392985	PhosphoScore	-1.5062567392985	PhosphoScore	-1.5062567392985	PhosphoScore	-1.5062567392985	PhosphoScore	-1.5062567392985	PhosphoScore	-1.5062567392985	PhosphoScore	-1.5062567392985	PhosphoScore	-1.5062567392985	PhosphoScore	-1.5062567392985	PhosphoScore	-1.5062567392985	PhosphoScore	-1.5062567392985	PhosphoScore	-1.5062567392985	PhosphoScore	-1.5062567392985	PhosphoScore	-1.5062567392985	PhosphoScore	-1.5062567392985	PhosphoScore
EEF2K	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.832880020141602	PhosphoScore	NA	NA	-0.832880020141602	PhosphoScore	NA	NA	-0.832880020141602	PhosphoScore	NA	NA	-0.832880020141602	PhosphoScore	NA	NA	-0.832880020141602	PhosphoScore	NA	NA	-0.832880020141602	PhosphoScore	NA	NA	-0.832880020141602	PhosphoScore	NA	NA	-0.832880020141602	PhosphoScore	NA	NA
MAP3K3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.14999008178711	PhosphoScore	NA	NA	-2.14999008178711	PhosphoScore	NA	NA	-2.14999008178711	PhosphoScore	NA	NA	-2.14999008178711	PhosphoScore	NA	NA	-2.14999008178711	PhosphoScore	NA	NA	-2.14999008178711	PhosphoScore	NA	NA	-2.14999008178711	PhosphoScore	NA	NA	-2.14999008178711	PhosphoScore	NA	NA
MAPK14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.191669464111325	PhosphoScore	2.191669464111325	PhosphoScore	2.191669464111325	PhosphoScore	2.191669464111325	PhosphoScore	2.191669464111325	PhosphoScore	2.191669464111325	PhosphoScore	2.191669464111325	PhosphoScore	2.191669464111325	PhosphoScore	2.191669464111325	PhosphoScore	2.191669464111325	PhosphoScore	2.191669464111325	PhosphoScore	2.191669464111325	PhosphoScore	2.191669464111325	PhosphoScore	2.191669464111325	PhosphoScore	2.191669464111325	PhosphoScore	2.191669464111325	PhosphoScore
NADK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.622409820556641	PhosphoScore	0.622409820556641	PhosphoScore	0.622409820556641	PhosphoScore	0.622409820556641	PhosphoScore	0.622409820556641	PhosphoScore	0.622409820556641	PhosphoScore	0.622409820556641	PhosphoScore	0.622409820556641	PhosphoScore	0.622409820556641	PhosphoScore	0.622409820556641	PhosphoScore	0.622409820556641	PhosphoScore	0.622409820556641	PhosphoScore	0.622409820556641	PhosphoScore	0.622409820556641	PhosphoScore	0.622409820556641	PhosphoScore	0.622409820556641	PhosphoScore
PFKFB2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85322634379069	PhosphoScore	NA	NA	1.85322634379069	PhosphoScore	NA	NA	1.85322634379069	PhosphoScore	NA	NA	1.85322634379069	PhosphoScore	NA	NA	1.85322634379069	PhosphoScore	NA	NA	1.85322634379069	PhosphoScore	NA	NA	1.85322634379069	PhosphoScore	NA	NA	1.85322634379069	PhosphoScore	NA	NA
PI4KB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.79832077026367	PhosphoScore	NA	NA	-1.79832077026367	PhosphoScore	NA	NA	-1.79832077026367	PhosphoScore	NA	NA	-1.79832077026367	PhosphoScore	NA	NA	-1.79832077026367	PhosphoScore	NA	NA	-1.79832077026367	PhosphoScore	NA	NA	-1.79832077026367	PhosphoScore	NA	NA	-1.79832077026367	PhosphoScore	NA	NA
PIK3C2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.497549692789715	PhosphoScore	NA	NA	-0.497549692789715	PhosphoScore	NA	NA	-0.497549692789715	PhosphoScore	NA	NA	-0.497549692789715	PhosphoScore	NA	NA	-0.497549692789715	PhosphoScore	NA	NA	-0.497549692789715	PhosphoScore	NA	NA	-0.497549692789715	PhosphoScore	NA	NA	-0.497549692789715	PhosphoScore	NA	NA
PKN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.273617108662925	PhosphoScore	-1.273617108662925	PhosphoScore	-1.273617108662925	PhosphoScore	-1.273617108662925	PhosphoScore	-1.273617108662925	PhosphoScore	-1.273617108662925	PhosphoScore	-1.273617108662925	PhosphoScore	-1.273617108662925	PhosphoScore	-1.273617108662925	PhosphoScore	-1.273617108662925	PhosphoScore	-1.273617108662925	PhosphoScore	-1.273617108662925	PhosphoScore	-1.273617108662925	PhosphoScore	-1.273617108662925	PhosphoScore	-1.273617108662925	PhosphoScore	-1.273617108662925	PhosphoScore
PRKACA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.04531160990397	PhosphoScore	-1.04531160990397	PhosphoScore	-1.04531160990397	PhosphoScore	-1.04531160990397	PhosphoScore	-1.04531160990397	PhosphoScore	-1.04531160990397	PhosphoScore	-1.04531160990397	PhosphoScore	-1.04531160990397	PhosphoScore	-1.04531160990397	PhosphoScore	-1.04531160990397	PhosphoScore	-1.04531160990397	PhosphoScore	-1.04531160990397	PhosphoScore	-1.04531160990397	PhosphoScore	-1.04531160990397	PhosphoScore	-1.04531160990397	PhosphoScore	-1.04531160990397	PhosphoScore
RPS6KA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94603983561198	PhosphoScore	NA	NA	0.94603983561198	PhosphoScore	NA	NA	0.94603983561198	PhosphoScore	NA	NA	0.94603983561198	PhosphoScore	NA	NA	0.94603983561198	PhosphoScore	NA	NA	0.94603983561198	PhosphoScore	NA	NA	0.94603983561198	PhosphoScore	NA	NA	0.94603983561198	PhosphoScore	NA	NA
SQSTM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65709368387858	PhosphoScore	NA	NA	1.65709368387858	PhosphoScore	NA	NA	1.65709368387858	PhosphoScore	NA	NA	1.65709368387858	PhosphoScore	NA	NA	1.65709368387858	PhosphoScore	NA	NA	1.65709368387858	PhosphoScore	NA	NA	1.65709368387858	PhosphoScore	NA	NA	1.65709368387858	PhosphoScore	NA	NA
SRC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13880284627279	PhosphoScore	1.13880284627279	PhosphoScore	1.13880284627279	PhosphoScore	1.13880284627279	PhosphoScore	1.13880284627279	PhosphoScore	1.13880284627279	PhosphoScore	1.13880284627279	PhosphoScore	1.13880284627279	PhosphoScore	1.13880284627279	PhosphoScore	1.13880284627279	PhosphoScore	1.13880284627279	PhosphoScore	1.13880284627279	PhosphoScore	1.13880284627279	PhosphoScore	1.13880284627279	PhosphoScore	1.13880284627279	PhosphoScore	1.13880284627279	PhosphoScore
ARAF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.773946762084961	PhosphoScore	NA	NA	0.773946762084961	PhosphoScore	NA	NA	0.773946762084961	PhosphoScore	NA	NA	0.773946762084961	PhosphoScore	NA	NA	0.773946762084961	PhosphoScore	NA	NA	0.773946762084961	PhosphoScore	NA	NA	0.773946762084961	PhosphoScore	NA	NA	0.773946762084961	PhosphoScore
MAPK3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33700370788574	PhosphoScore	NA	NA	1.33700370788574	PhosphoScore	NA	NA	1.33700370788574	PhosphoScore	NA	NA	1.33700370788574	PhosphoScore	NA	NA	1.33700370788574	PhosphoScore	NA	NA	1.33700370788574	PhosphoScore	NA	NA	1.33700370788574	PhosphoScore	NA	NA	1.33700370788574	PhosphoScore
PDPK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14076614379883	PhosphoScore	NA	NA	1.14076614379883	PhosphoScore	NA	NA	1.14076614379883	PhosphoScore	NA	NA	1.14076614379883	PhosphoScore	NA	NA	1.14076614379883	PhosphoScore	NA	NA	1.14076614379883	PhosphoScore	NA	NA	1.14076614379883	PhosphoScore	NA	NA	1.14076614379883	PhosphoScore
ATM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.427071187005733	VIPER	5.427071187005733	VIPER	5.427071187005733	VIPER	5.427071187005733	VIPER	2.8173312546453895	VIPER	2.8173312546453895	VIPER	2.8173312546453895	VIPER	2.8173312546453895	VIPER
CDK4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.15453601734172	VIPER	-9.15453601734172	VIPER	-9.15453601734172	VIPER	-9.15453601734172	VIPER	-3.4253221412451795	VIPER	-3.4253221412451795	VIPER	-3.4253221412451795	VIPER	-3.4253221412451795	VIPER
RPS6KA3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5694370933110537	VIPER	3.5694370933110537	VIPER	3.5694370933110537	VIPER	3.5694370933110537	VIPER	2.4010471258111545	VIPER	2.4010471258111545	VIPER	2.4010471258111545	VIPER	2.4010471258111545	VIPER
